MyUnknownColumn,CHANNEL_DIM_SKEY,FOLIO_DIM_SKEY,KARVY_REF_NO,FOLIO_ID,SCHEME_CODE,SCHEME_PLAN,TRXN_PIN_CODE,TRXN_CAT,TRXN_TYPE,TXN_SUB_TYPE,INSTRUMENT_TYPE,INSTRUMENT_BANK,LOAD_PERCENTAGE,TRXN_DATE,TXN_PROCESSING_DATE,TRXN_BATCH_CLOSE_DATE,TRXN_STATUS,NO_OF_UNITS,PRICE_PER_UNIT,APPLICABLE_NAV_DATE,APPLICABLE_NAV,APPLICABLE_POP,GROSS_AMOUNT,REMARKS,RECORD_VALID_FLAG,INVESTOR_LOCATION,PIN_CODE_DIM_SKEY,ONLINE_OFFLINE_FLAG,INVESTOR_TYPE,TRXN_PROCESS_FLAG,TRXN_CLASSIFICATION,MF_SALES_TRXN_FACT_SKEY,CHANNEL_ID,RIA_CODE,is_excluded,is_reversal
6588,4090331,13175433,0,9015973942,IS,QD,,P,DIR,,,,0,2020-09-28,2020-09-29,2020-09-29,00Y0000000,653.421,0,2020-09-28,10.9322,10.9322,7143.33,,Y,388120,6975941,OFFLINE,Retail,,LUMP SUM,40206719,ARN-0019,,0,0
6589,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-12-23,2020-12-24,2020-12-24,00Y0000000,0.013,0,2020-12-23,1013.25,1013.25,12.78,TA-RD-D-9015973942DTPO,Y,388120,8538191,OFFLINE,Retail,,LUMP SUM,147624877,ARN-0019,,0,0
6590,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-11-02,2020-11-03,2020-11-03,00Y0000000,0.016,0,2020-11-02,1013.25,1013.25,16.31,,Y,388120,7648291,OFFLINE,Retail,,LUMP SUM,59618287,ARN-0019,,0,0
6591,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-07-08,2020-07-09,2020-07-09,00Y0000000,0,0,2020-07-08,0,0,19.17,TA-DD-R-9015973942DTPI,Y,388120,5591606,OFFLINE,Retail,,LUMP SUM,94012422,ARN-0019,,0,0
6592,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-05-12,2020-05-13,2020-05-13,00Y0000000,0.116,0,2020-05-12,1006.23,1006.23,116.84,TA-RD-D-9015973942DTPO,Y,388120,4583046,OFFLINE,Retail,,LUMP SUM,90104735,ARN-0019,,0,0
6593,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-05-14,2020-05-15,2020-05-15,00Y0000000,0.048,0,2020-05-14,1006.23,1006.23,48.41,TA-RD-D-9015973942DTPO,Y,388120,4583046,OFFLINE,Retail,,LUMP SUM,90104743,ARN-0019,,0,0
6594,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-05-14,2020-05-15,2020-05-15,00Y0000000,0.031,0,2020-05-14,1006.23,1006.23,31,,Y,388120,4583046,OFFLINE,Retail,,LUMP SUM,90104744,ARN-0019,,0,0
6595,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-05-23,2020-05-23,2020-05-26,00Y0000000,0.01,0,2020-05-23,1001.4,1001.4,9.92,,Y,388120,4780796,OFFLINE,Retail,,LUMP SUM,12353961,ARN-0019,,0,0
6596,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-07-09,2020-07-10,2020-07-10,00Y0000000,0.012,0,2020-07-09,1001.4,1001.4,12.21,,Y,388120,5611381,OFFLINE,Retail,,LUMP SUM,21267746,ARN-0019,,0,0
6597,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-04-23,2020-04-24,2020-04-24,00Y0000000,0.015,0,2020-04-23,1001.4,1001.4,15.49,,Y,388120,4266950,OFFLINE,Retail,,LUMP SUM,20805265,ARN-0019,,0,0
6598,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-05-20,2020-05-20,2020-05-21,00Y0000000,0.02,0,2020-05-20,1001.4,1001.4,19.64,,Y,388120,4701696,OFFLINE,Retail,,LUMP SUM,20112784,ARN-0019,,0,0
6599,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-11-24,2020-11-25,2020-11-25,00Y0000000,0.01,0,2020-11-24,1013.25,1013.25,10.07,,Y,388120,8043796,OFFLINE,Retail,,LUMP SUM,135528139,ARN-0019,,0,0
6600,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-07-02,2020-07-03,2020-07-03,00Y0000000,0.008,0,2020-07-02,1001.4,1001.4,8.21,,Y,388120,5472931,OFFLINE,Retail,,LUMP SUM,20552370,ARN-0019,,0,0
6601,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-06-16,2020-06-17,2020-06-17,00Y0000000,0.046,0,2020-06-16,1007.75,1007.75,46.55,TA-RD-D-9015973942DTPO,Y,388120,5215846,OFFLINE,Retail,,LUMP SUM,90557702,ARN-0019,,0,0
6602,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-06-29,2020-06-30,2020-06-30,00Y0000000,0.009,0,2020-06-29,1001.4,1001.4,9.28,,Y,388120,5433381,OFFLINE,Retail,,LUMP SUM,21267722,ARN-0019,,0,0
6603,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-06-30,2020-07-01,2020-07-01,00Y0000000,0.013,0,2020-06-30,1001.4,1001.4,12.98,,Y,388120,5433381,OFFLINE,Retail,,LUMP SUM,21267723,ARN-0019,,0,0
6604,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-05-20,2020-05-21,2020-05-21,00Y0000000,0,0,2020-05-20,0,0,57.13,TA-DD-R-9015973942DTPI,Y,388120,4701696,OFFLINE,Retail,,LUMP SUM,94434612,ARN-0019,,0,0
6605,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-05-16,2020-05-16,2020-05-18,00Y0000000,0.011,0,2020-05-16,1001.4,1001.4,10.79,,Y,388120,4642371,OFFLINE,Retail,,LUMP SUM,21174129,ARN-0019,,0,0
6606,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-11-25,2020-11-26,2020-11-26,00Y0000000,0.024,0,2020-11-25,1013.25,1013.25,24.72,TA-RD-D-9015973942DTPO,Y,388120,8063571,OFFLINE,Retail,,LUMP SUM,136223102,ARN-0019,,0,0
6607,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-10-28,2020-10-28,2020-10-29,00Y0000000,0,0,2020-10-28,0,0,18.36,TA-DD-R-9015973942DTPI,Y,388120,7549416,OFFLINE,Retail,,LUMP SUM,92578298,ARN-0019,,0,0
6608,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-07-10,2020-07-10,2020-07-13,00Y0000000,0.042,0,2020-07-10,1013.25,1013.25,42.48,TA-RD-D-9015973942DTPO,Y,388120,5690486,OFFLINE,Retail,,LUMP SUM,90557730,ARN-0019,,0,0
6609,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-07-10,2020-07-10,2020-07-13,00Y0000000,0.028,0,2020-07-10,1013.25,1013.25,28.04,,Y,388120,5690486,OFFLINE,Retail,,LUMP SUM,90557732,ARN-0019,,0,0
6610,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-07-15,2020-07-16,2020-07-16,00Y0000000,0.037,0,2020-07-15,1013.25,1013.25,37.08,TA-RD-D-9015973942DTPO,Y,388120,5690486,OFFLINE,Retail,,LUMP SUM,90557735,ARN-0019,,0,0
6611,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-07-16,2020-07-17,2020-07-17,00Y0000000,0.018,0,2020-07-16,1013.25,1013.25,18.11,,Y,388120,5690486,OFFLINE,Retail,,LUMP SUM,90557737,ARN-0019,,0,0
6612,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-07-17,2020-07-18,2020-07-20,00Y0000000,0,0,2020-07-17,0,0,31.85,TA-DD-R-9015973942DTPI,Y,388120,5710266,OFFLINE,Retail,,LUMP SUM,92578278,ARN-0019,,0,0
6613,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-06-09,2020-06-10,2020-06-10,00Y0000000,0,0,2020-06-09,0,0,33.35,TA-DD-R-9015973942DTPI,Y,388120,5077421,OFFLINE,Retail,,LUMP SUM,93960210,ARN-0019,,0,0
6614,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-07-27,2020-07-28,2020-07-28,00Y0000000,0.007,0,2020-07-27,1001.4,1001.4,7.14,,Y,388120,5868486,OFFLINE,Retail,,LUMP SUM,21267775,ARN-0019,,0,0
6615,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-04-03,2020-04-04,2020-04-07,00Y0000000,0.043,0,2020-04-03,1006.23,1006.23,43.24,TA-RD-D-9015973942DTPO,Y,388120,4109238,OFFLINE,Retail,,LUMP SUM,89531592,ARN-0019,,0,0
6616,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-11-20,2020-11-21,2020-11-23,00Y0000000,0.023,0,2020-11-20,1013.25,1013.25,23.41,TA-RD-D-9015973942DTPO,Y,388120,8004241,OFFLINE,Retail,,LUMP SUM,134898419,ARN-0019,,0,0
6617,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-04-21,2020-04-22,2020-04-22,00Y0000000,0.036,0,2020-04-21,1006.23,1006.23,36.66,,Y,388120,4227526,OFFLINE,Retail,,LUMP SUM,90016757,ARN-0019,,0,0
6618,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-11-02,2020-11-03,2020-11-03,00Y0000000,0,0,2020-11-02,0,0,23.94,TA-DD-R-9015973942DTPI,Y,388120,7648291,OFFLINE,Retail,,LUMP SUM,93851998,ARN-0019,,0,0
6619,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-11-25,2020-11-26,2020-11-26,00Y0000000,0,0,2020-11-25,0,0,24.72,TA-DD-R-9015973942DTPI,Y,388120,8063571,OFFLINE,Retail,,LUMP SUM,136156178,ARN-0019,,0,0
6620,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-09-07,2020-09-08,2020-09-08,00Y0000000,0.007,0,2020-09-07,1001.4,1001.4,7.21,,Y,388120,6580421,OFFLINE,Retail,,LUMP SUM,20805485,ARN-0019,,0,0
6621,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-10-06,2020-10-07,2020-10-07,00Y0000000,0.036,0,2020-10-06,1013.25,1013.25,36.71,TA-RD-D-9015973942DTPO,Y,388120,7134141,OFFLINE,Retail,,LUMP SUM,90016951,ARN-0019,,0,0
6622,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-09-29,2020-09-30,2020-09-30,00Y0000000,0.014,0,2020-09-29,1013.25,1013.25,13.78,TA-RD-D-9015973942DTPO,Y,388120,6995716,OFFLINE,Retail,,LUMP SUM,88598463,ARN-0019,,0,0
6623,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-11-12,2020-11-12,2020-11-13,00Y0000000,0.014,0,2020-11-12,1001.4,1001.4,13.94,,Y,388120,7826266,OFFLINE,Retail,,LUMP SUM,132381392,ARN-0019,,0,0
6624,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-09-29,2020-09-30,2020-09-30,00Y0000000,0.009,0,2020-09-29,1013.25,1013.25,9.27,,Y,388120,6995716,OFFLINE,Retail,,LUMP SUM,59618237,ARN-0019,,0,0
6625,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-09-24,2020-09-24,2020-09-25,00Y0000000,0.007,0,2020-09-24,1013.25,1013.25,7.18,,Y,388120,6877046,OFFLINE,Retail,,LUMP SUM,89683337,ARN-0019,,0,0
6626,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-12-22,2020-12-23,2020-12-23,00Y0000000,0.004,0,2020-12-22,1013.25,1013.25,4.36,,Y,388120,8518416,OFFLINE,Retail,,LUMP SUM,147254398,ARN-0019,,0,0
6627,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-10-15,2020-10-16,2020-10-16,00Y0000000,0.011,0,2020-10-15,1001.4,1001.4,10.68,,Y,388120,7292341,OFFLINE,Retail,,LUMP SUM,21174372,ARN-0019,,0,0
6628,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-06-22,2020-06-23,2020-06-23,00Y0000000,0.03,0,2020-06-22,1009.71,1009.71,30,,Y,388120,5314721,OFFLINE,Retail,,LUMP SUM,89531681,ARN-0019,,0,0
6629,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-06-04,2020-06-05,2020-06-05,00Y0000000,0.017,0,2020-06-04,1006.32,1006.32,16.82,,Y,388120,4978546,OFFLINE,Retail,,LUMP SUM,59618134,ARN-0019,,0,0
6630,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-10-08,2020-10-08,2020-10-09,00Y0000000,0.013,0,2020-10-08,1013.25,1013.25,13.61,,Y,388120,7173691,OFFLINE,Retail,,LUMP SUM,89683358,ARN-0019,,0,0
6631,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-05-02,2020-05-02,2020-05-04,00Y0000000,0.012,0,2020-05-02,1001.4,1001.4,12.32,,Y,388120,4464386,OFFLINE,Retail,,LUMP SUM,20112768,ARN-0019,,0,0
6632,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-10-07,2020-10-07,2020-10-08,00Y0000000,0.01,0,2020-10-07,1001.4,1001.4,9.84,,Y,388120,7153916,OFFLINE,Retail,,LUMP SUM,21267896,ARN-0019,,0,0
6633,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-06-12,2020-06-13,2020-06-15,00Y0000000,0,0,2020-06-12,0,0,20.92,TA-DD-R-9015973942DTPI,Y,388120,5176296,OFFLINE,Retail,,LUMP SUM,94012412,ARN-0019,,0,0
6634,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-12-01,2020-12-02,2020-12-02,00Y0000000,0,0,2020-12-01,0,0,22.48,TA-DD-R-9015973942DTPI,Y,388120,8182226,OFFLINE,Retail,,LUMP SUM,138596015,ARN-0019,,0,0
6635,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-09-16,2020-09-17,2020-09-17,00Y0000000,0.035,0,2020-09-16,1013.25,1013.25,35.04,TA-RD-D-9015973942DTPO,Y,388120,6738621,OFFLINE,Retail,,LUMP SUM,89531778,ARN-0019,,0,0
6636,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-10-13,2020-10-13,2020-10-14,00Y0000000,0,0,2020-10-13,0,0,30.5,TA-DD-R-9015973942DTPI,Y,388120,7252791,OFFLINE,Retail,,LUMP SUM,92578295,ARN-0019,,0,0
6637,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-10-07,2020-10-07,2020-10-08,00Y0000000,0.021,0,2020-10-07,1013.25,1013.25,21.3,,Y,388120,7153916,OFFLINE,Retail,,LUMP SUM,90104902,ARN-0019,,0,0
6638,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-07-25,2020-07-25,2020-07-27,00Y0000000,0.009,0,2020-07-25,1001.4,1001.4,8.93,,Y,388120,5848696,OFFLINE,Retail,,LUMP SUM,20112874,ARN-0019,,0,0
6639,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-07-26,2020-07-25,2020-07-27,00Y0000000,0.009,0,2020-07-26,1001.4,1001.4,8.94,,Y,388120,5848696,OFFLINE,Retail,,LUMP SUM,20112875,ARN-0019,,0,0
6640,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-11-04,2020-11-05,2020-11-05,00Y0000000,0,0,2020-11-04,0,0,18.79,TA-DD-R-9015973942DTPI,Y,388120,7687841,OFFLINE,Retail,,LUMP SUM,94434656,ARN-0019,,0,0
6641,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-09-18,2020-09-18,2020-09-21,00Y0000000,0.014,0,2020-09-18,1013.25,1013.25,13.72,,Y,388120,6797946,OFFLINE,Retail,,LUMP SUM,90016928,ARN-0019,,0,0
6642,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-10-27,2020-10-27,2020-10-28,00Y0000000,0.007,0,2020-10-27,1001.4,1001.4,6.54,,Y,388120,7529641,OFFLINE,Retail,,LUMP SUM,20959080,ARN-0019,,0,0
6643,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-10-13,2020-10-13,2020-10-14,00Y0000000,0.02,0,2020-10-13,1013.25,1013.25,20.65,,Y,388120,7252791,OFFLINE,Retail,,LUMP SUM,59618260,ARN-0019,,0,0
6644,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-06-18,2020-06-19,2020-06-19,00Y0000000,0.012,0,2020-06-18,1008.95,1008.95,11.66,,Y,388120,5255396,OFFLINE,Retail,,LUMP SUM,89531676,ARN-0019,,0,0
6645,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-10-28,2020-10-29,2020-10-29,00Y0000000,0.018,0,2020-10-28,1013.25,1013.25,18.36,TA-RD-D-9015973942DTPO,Y,388120,7549416,OFFLINE,Retail,,LUMP SUM,90104945,ARN-0019,,0,0
6646,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-10-13,2020-10-14,2020-10-14,00Y0000000,0.03,0,2020-10-13,1013.25,1013.25,30.5,TA-RD-D-9015973942DTPO,Y,388120,7252791,OFFLINE,Retail,,LUMP SUM,59618262,ARN-0019,,0,0
6647,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-12-24,2020-12-25,2020-12-25,00Y0000000,0.009,0,2020-12-24,1001.4,1001.4,8.83,,Y,388120,8557966,OFFLINE,Retail,,LUMP SUM,148141214,ARN-0019,,0,0
6648,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-07-13,2020-07-14,2020-07-14,00Y0000000,0.03,0,2020-07-13,1013.25,1013.25,30.46,,Y,388120,5690486,OFFLINE,Retail,,LUMP SUM,89531719,ARN-0019,,0,0
6649,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-10-23,2020-10-23,2020-10-26,00Y0000000,0,0,2020-10-23,0,0,17.99,TA-DD-R-9015973942DTPI,Y,388120,7490091,OFFLINE,Retail,,LUMP SUM,93851996,ARN-0019,,0,0
6650,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-04-14,2020-04-14,2020-04-15,00Y0000000,0.014,0,2020-04-14,1001.4,1001.4,13.76,,Y,388120,4168390,OFFLINE,Retail,,LUMP SUM,20805247,ARN-0019,,0,0
6651,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-05-12,2020-05-13,2020-05-13,00Y0000000,0,0,2020-05-12,0,0,116.84,TA-DD-R-9015973942DTPI,Y,388120,4583046,OFFLINE,Retail,,LUMP SUM,92578258,ARN-0019,,0,0
6652,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-05-22,2020-05-23,2020-05-23,00Y0000000,0.023,0,2020-05-22,1001.4,1001.4,22.76,,Y,388120,4741246,OFFLINE,Retail,,LUMP SUM,21267673,ARN-0019,,0,0
6653,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-04-02,2020-04-03,2020-04-03,00Y0000000,0.013,0,2020-04-02,1001.4,1001.4,12.6,,Y,388120,4109238,OFFLINE,Retail,,LUMP SUM,20112721,ARN-0019,,0,0
6654,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2021-01-01,2021-01-02,2021-01-04,00Y0000000,0,0,2021-01-01,0,0,22.79,TA-DD-R-9015973942DTPI,Y,388120,8716166,OFFLINE,Retail,,LUMP SUM,155319917,ARN-0019,,0,0
6655,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-11-13,2020-11-14,2020-11-14,00Y0000000,0.018,0,2020-11-13,1013.25,1013.25,17.95,,Y,388120,7826266,OFFLINE,Retail,,LUMP SUM,132375157,ARN-0019,,0,0
6656,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-08-05,2020-08-06,2020-08-06,00Y0000000,0.012,0,2020-08-05,1001.4,1001.4,11.83,,Y,388120,6046466,OFFLINE,Retail,,LUMP SUM,21267791,ARN-0019,,0,0
6657,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-07-15,2020-07-16,2020-07-16,00Y0000000,0.012,0,2020-07-15,1001.4,1001.4,12.24,,Y,388120,5690486,OFFLINE,Retail,,LUMP SUM,12354024,ARN-0019,,0,0
6658,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-05-31,2020-05-30,2020-06-01,00Y0000000,0.01,0,2020-05-31,1001.4,1001.4,10,,Y,388120,4899446,OFFLINE,Retail,,LUMP SUM,20552311,ARN-0019,,0,0
6659,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-12-04,2020-12-04,2020-12-05,00Y0000000,0.01,0,2020-12-04,1001.4,1001.4,10.43,,Y,388120,8202001,OFFLINE,Retail,,LUMP SUM,140081308,ARN-0019,,0,0
6660,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-10-07,2020-10-08,2020-10-08,00Y0000000,0.031,0,2020-10-07,1013.25,1013.25,31.58,TA-RD-D-9015973942DTPO,Y,388120,7153916,OFFLINE,Retail,,LUMP SUM,89683357,ARN-0019,,0,0
6661,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-07-10,2020-07-10,2020-07-11,00Y0000000,0.009,0,2020-07-10,1001.4,1001.4,8.65,,Y,388120,5690486,OFFLINE,Retail,,LUMP SUM,21174215,ARN-0019,,0,0
6662,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-08-04,2020-08-05,2020-08-05,00Y0000000,0.01,0,2020-08-04,1001.4,1001.4,10.24,,Y,388120,6026686,OFFLINE,Retail,,LUMP SUM,20112894,ARN-0019,,0,0
6663,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-05-08,2020-05-09,2020-05-11,00Y0000000,0.062,0,2020-05-08,1006.23,1006.23,62.7,,Y,388120,4563261,OFFLINE,Retail,,LUMP SUM,90104731,ARN-0019,,0,0
6664,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-10-25,2020-10-24,2020-10-26,00Y0000000,0.008,0,2020-10-25,1001.4,1001.4,8.33,,Y,388120,7490091,OFFLINE,Retail,,LUMP SUM,21174396,ARN-0019,,0,0
6665,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-09-16,2020-09-16,2020-09-17,00Y0000000,0.023,0,2020-09-16,1013.25,1013.25,23.47,,Y,388120,6738621,OFFLINE,Retail,,LUMP SUM,89683320,ARN-0019,,0,0
6666,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-08-03,2020-08-04,2020-08-04,00Y0000000,0.017,0,2020-08-03,1013.25,1013.25,17.46,,Y,388120,6006911,OFFLINE,Retail,,LUMP SUM,88598405,ARN-0019,,0,0
6667,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-06-03,2020-06-04,2020-06-04,00Y0000000,0,0,2020-06-03,0,0,36.08,TA-DD-R-9015973942DTPI,Y,388120,4978546,OFFLINE,Retail,,LUMP SUM,94434616,ARN-0019,,0,0
6668,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-06-25,2020-06-26,2020-06-26,00Y0000000,0.027,0,2020-06-25,1010.27,1010.27,27.22,TA-RD-D-9015973942DTPO,Y,388120,5433381,OFFLINE,Retail,,LUMP SUM,90251704,ARN-0019,,0,0
6669,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-06-26,2020-06-27,2020-06-29,00Y0000000,0.019,0,2020-06-26,1010.58,1010.58,19.65,,Y,388120,5433381,OFFLINE,Retail,,LUMP SUM,90251706,ARN-0019,,0,0
6670,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-10-31,2020-10-31,2020-11-02,00Y0000000,0.008,0,2020-10-31,1001.4,1001.4,8.37,,Y,388120,7628516,OFFLINE,Retail,,LUMP SUM,21267935,ARN-0019,,0,0
6671,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-05-13,2020-05-14,2020-05-14,00Y0000000,0,0,2020-05-13,0,0,78.14,TA-DD-R-9015973942DTPI,Y,388120,4583046,OFFLINE,Retail,,LUMP SUM,93034677,ARN-0019,,0,0
6672,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-10-19,2020-10-20,2020-10-20,00Y0000000,0.034,0,2020-10-19,1013.25,1013.25,34.35,,Y,388120,7371441,OFFLINE,Retail,,LUMP SUM,59618268,ARN-0019,,0,0
6673,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-12-29,2020-12-30,2020-12-30,00Y0000000,0.011,0,2020-12-29,1001.4,1001.4,10.85,,Y,388120,8617291,OFFLINE,Retail,,LUMP SUM,152826474,ARN-0019,,0,0
6674,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-08-05,2020-08-06,2020-08-06,00Y0000000,0.01,0,2020-08-05,1013.25,1013.25,10.29,,Y,388120,6046466,OFFLINE,Retail,,LUMP SUM,90251743,ARN-0019,,0,0
6675,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-04-12,2020-04-10,2020-04-13,00Y0000000,0.013,0,2020-04-12,1001.4,1001.4,13.41,,Y,388120,4168390,OFFLINE,Retail,,LUMP SUM,21267607,ARN-0019,,0,0
6676,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-04-13,2020-04-14,2020-04-14,00Y0000000,0.019,0,2020-04-13,1001.4,1001.4,18.71,,Y,388120,4168390,OFFLINE,Retail,,LUMP SUM,21267609,ARN-0019,,0,0
6677,4090331,13175433,0,9015973942,TA,DD,,P,DSPI,DTPI,,,0,2020-05-18,2020-05-19,2020-05-19,00Y0000000,0.107,0,2020-05-18,1006.23,1006.23,107.66,TA-RD-D-9015973942DTPO,Y,388120,4662146,OFFLINE,Retail,,LUMP SUM,90016781,ARN-0019,,0,0
6678,4090331,13175433,0,9015973942,CF,DD,,P,DIR,,,,0,2020-12-23,2020-12-23,2020-12-24,00Y0000000,0.009,0,2020-12-23,1001.4,1001.4,9.27,,Y,388120,8538191,OFFLINE,Retail,,LUMP SUM,147758856,ARN-0019,,0,0
6679,4090331,13175433,0,9015973942,TA,DD,,P,DIR,,,,0,2020-11-25,2020-11-26,2020-11-26,00Y0000000,0.017,0,2020-11-25,1013.25,1013.25,16.97,,Y,388120,8063571,OFFLINE,Retail,,LUMP SUM,135834502,ARN-0019,,0,0
6680,4090331,13175433,0,9015973942,TA,RD,,N,DSPO,DTPO,,,0,2020-10-16,2020-10-16,2020-10-19,00Y0000000,0,0,2020-10-16,0,0,9.31,TA-DD-R-9015973942DTPI,Y,388120,7351666,OFFLINE,Retail,,LUMP SUM,93056796,ARN-0019,,0,0
